Logging to: logs/dpo_gpt2-medium_bs4_20251212_043048.txt
Using device: cuda
CUDA device count visible: 4

Loading tokenized datasets from disk...
Original Train size: 144720
Original Val size:   16080
Using subset -> Train size: 2000 | Val size: 2000
[Step 435] loss = 0.7735 | pref_acc = 0.5500
[Step 440] loss = 0.6548 | pref_acc = 0.2500
[Step 445] loss = 0.9450 | pref_acc = 0.7000
[Step 450] loss = 1.0025 | pref_acc = 0.5000
[Step 455] loss = 0.8522 | pref_acc = 0.4500
[Step 460] loss = 0.7284 | pref_acc = 0.6000
[Step 465] loss = 0.7755 | pref_acc = 0.3500
[Step 470] loss = 0.9552 | pref_acc = 0.4500
[Step 475] loss = 0.7273 | pref_acc = 0.4500
[Step 480] loss = 0.8293 | pref_acc = 0.5500
[Step 485] loss = 1.0480 | pref_acc = 0.4500
[Step 490] loss = 0.5791 | pref_acc = 0.5500
[Step 495] loss = 1.1248 | pref_acc = 0.5000
[Step 500] loss = 1.0718 | pref_acc = 0.2500

[Epoch 1] Val loss = 0.7511 | Val pref_acc = 0.4815 | Ref pref_acc = 0.4845
Saved DPO policy checkpoint: models/dpo_policy_epoch1.pt
